,sentence,label
3509,看了点评过去的，店里的阿姨非常热情，身材很好，打扮也很时髦，会一件件的帮我试婚纱，从雪纺到缎面，从公主裙到A字裙再到大拖，哈哈，试了很过瘾的~~~~\n店里的礼服也基本被我试了个遍，阿姨从头到尾态度一直很好，会提供参考意见，没有一点不耐烦，到是我试了多了感觉不好意思。最后订了2件纱，1件礼服。\n他家租借婚纱礼服的价格是售价的30%，大家可以参考下。\n店里婚纱式样还是挺多的，礼服样式也挺全的，伴娘装也很漂亮。\n老板以前做过婚庆，知道我没有订婚庆，还热心的给我建议，谢谢他啦：）,1
3510,周日的下午 看完球 睡的东倒西歪的几只 吃的不知道是哪顿 点了黄豆猪肉海带汤 貌似只有我们一桌客人 下午3，4点 是蛮尴尬的时间 空调打的不低 喝完汤就觉得很热 虽然是下火的汤 点了四季豆 嗯嗯 我爱所有丁丁类型的菜 又比如酸豆角 这样吃起来脆脆的 超好吃 还有我爱的啧啧莴苣 这次的新发现 是馋香鸡 虽然端上来的时候有点淹水的感觉 但是和图片一样清淡的颜色 又很辣很入味 就觉得异常的好吃 干锅兔肉 很瘦的兔子 真的 但是我爱里面的藕 莴苣 土豆还有蒜 点的饮料很一般 柠檬可乐都么气了 不过总体来说 还是很不错吃哒 下次来 还要点馋香鸡 对了 这里的炒杂菜也很欢乐 有花菜和我爱的木耳 还放了虾酱 嘎嘎嘎 好 插播个小事件 刚坐下的时候 大家都很渴 想麻烦服务员倒水 服务生就把茶水单给我们 昂经要我们点茶 其实水壶就在不远处 我们一个劲问那个是水壶么 里面有水么 就差直接抢过来了 但是服务生还是要我们点茶 最后只有和她说 你能把里面的水给我们倒下吗？？？汗,0
3511,和同学两个人去的，周一中午人不是很多，不像拿渡那样自己挑，肉和菜是按份点的，分量很足，我们两个女孩点了一份羊肉，一份丸子，一份油豆皮，还有两份青菜，就已经很多了。味道也很好，值得再去。,1
3512,下着大雨  看到这家店\n店铺很小 \n但是里面感觉还是蛮好的\n电力的服务生比较热情\n点的蛋糕\n原味芝士还不错\n还有个抹茶蛋糕口感不错\n下次会去再尝尝别的蛋糕,0
3513,上海姐姐结婚就请得这里的摄影摄像，前段时间还陪她一起去拿后期~\n当天观察了他们许久，摄影摄像给我的感觉就是两个字：敬业~\n他们家人和朋友都说没看见过这么卖力的摄影摄像~\n几乎没看到他们停下来的时候，也就是你们的敬业让我姐姐的婚礼得到一个完整完美的保留~,1
3514,大片的芦苇，很美，秋天的时候更美～～～\n要看鸟，需要深入进去，坐牛拉的车，不然看不到什么东西的～～～\n看到过有新人秋天在这里拍的婚纱照，很美啊～～～,1
3515,實在忍不住要點評一下，本來晚飯打算在wagas解決的，誰料10/1-3全天休息，下雨天又不高興出去再覓食，由於帶著小孩，看這傢人很少就進去了。要了兩個寶寶椅，安排得挺快。落實兩個小淘氣坐好后，服務員問我們是不是團購的，心裏瞬間涼了半截。但因爲安頓下來，更不高興走了，隨便點了，4個人，斑斕咖喱雞，綠咖喱雞，黃咖喱蔬菜，黃咖喱海鮮各一份，都加了飯。結果……這是我人生吃過最咸的咖喱...真tm後悔一上來把飯整碗倒進綠咖喱盆裏...咸死人了...兩份黃咖喱的反饋也是過咸過辣，總之完全沒有一點令人愉悅的味道。斑斕咖喱的反饋倒還算肯定的...另外黃咖喱海鮮還漏了單，等到其他三位都吃完才上...甜品要了個西米露布丁...也就是搭送的水平...結論就是：如果非要在中區廣場吃飯就別去這傢，如果非去這傢就點個斑斕咖喱吧...其他的...8成你會後悔...服務的態度倒也還可以，但作爲餐廳...這個口味...實在難以接受。我們吃完后毅然決定隔兩個小時重新找地方吃...罪過啊！,0
3516,这家就在开元141的旁边啊！！ 逛完鼓浪屿出来的吃的，所以特意比较了下，事实是...........  比鼓浪屿上的好吃太多了啊！！！ 这回做的攻略上，厦门市区的东西都给我印象很好，都很好吃，但是鼓浪屿上就不是那个事鸟.....  什么林记什么原巷口... 都是坑爹的啊！ 又贵！ 直接导致我没继续在鼓浪屿上撒钱鸟... 回厦门吃！！ 结果果然比鼓浪屿上的好吃太多，鱼丸又大，里面的料很丰富，而且好像每颗鱼丸里面的料还不一样的，反正挺不错的,1
3517,国庆期间这家店一直去的，不错不错呀。\n 虽然在地下，但环境还蛮好，服务也好，冰激凌味道也好，至少不会很块化掉。\n 有次和BF一起买了个奥力奥系列和提拉米苏杏仁，我们一直走到和平影都那才吃完，而且都没化掉。\n 吼吼，不错呀,1
3518,家里附近第一家开的超市，随着周围超市越来越多，这家开始冷清很多。出门竟然都不用排队了。东西也空落落的。\n不过最近龙华乐购关了，可能这家会有点回暖吧。,0
3519,这家店最近很火啊，无论是微博还是开心，无数人在推荐这家店的\n正好在万体附近就顺便去了一次\n因为开在世纪联华里面，所以车位紧张，停车不方便，大概登陆有半个小时的车位\n他们家的东西还是算有些小贵的，一碗芋圆要20元，一份招牌招牌鲜芋仙也差不多这个价格\n吃下俩，芋圆很Q很不错，但是由于之前评价太好，所以与预期还是有很大差距的。\n所以只能给三颗星,0
3520,其实呢，不是很喜欢酒吧，因为有一种人去楼空的感觉，大家狂欢过后不光是人是物非。也是物是人非。\n不过Archie's Pub却像是自己家的客厅一样，喜欢温暖感觉的地方，可以长期反复去。\n很喜欢哈里，很可爱，喜欢抱着她拍照。妹妹生了7只狗狗。\n老板的手艺不错，东西很Nice...人也超幽默.\n下午在那坐坐喝杯咖啡很惬意。\n如果还去上海应该还会去这家店。\n老板应该在北京开个分店。,1
3521,刚好在万达看电影，想着能吃稍微速度快一点而且适合三个人一起吃的，就想到了这家店。\n我有点时间很迷麻辣香锅，这东西比较下饭。\n因为万达的店都在搞团购，所以总感觉没有团购过去有点不划算。。。\n我们三个人要了一大盆香锅加上三碗米饭，吃的很饱。\n味道感觉还需要在弄一段时间，这样才比较入味。,0
3522,东西较贵，不过很卫生，环境也不错。但个人觉得汤的口味偏咸了，酸梅汁的偏甜了。麻辣烫里面的东西还是不错的，至少吃的比较放心。,0
3523,看了点评去的，还是请范范剪的，不知道是他心情不好，还是真地对发型没感觉，剪得很糟糕，朋友看了都说不好，搞得心情糟透，真怀疑这里的点评是真是假，不会再去了,0
3524,等车时一直会去里面买杯喝的什么的，很喜欢吃小丸子咸咸的里面还有点qq的蛮喜欢的，提拉米苏也不错，路过就会去买点,0
3525,不知道为什么这家店会生意那么好\n我感觉很一般\n菜的口味一般，量也不多，价钱比起周边的餐厅也真的不能说实惠\n装修马马虎虎\n我是不喜欢\n爸爸说味道还行,0
3526,隔壁的隔壁的Boonna里人多地铺进铺出的时候，这里，居然被我们包场！！！\n好歹也是开了好多年的café了，怎么一点人气都没有啊～～～不过我还真是喜欢这种包场的感觉，两个小时后来了群谈生意的中年男人，好好的气氛就一下子被破坏了．．．．．．\n一进门就占了二楼的双人沙发，窝里面双手圈着大大的抱枕还真是cozy呀！！\n吃的东西果然很少，除了长长的一串咖啡单子以外，只有廖廖几种简餐提供。\n新乐特调咖啡（30元）：\n据说是店家特选了几种豆子混合而成的，想来总该有些特别吧。\n可是，真的是很一般啊，几乎没什么香气，口感也不醇厚，我情愿喝illy的．．．．．．\nLatte（30元）：\n一看就是不正宗的latte。\n朋友都没喝完，那味道可想而知了．．．．．．\n还有，谁说他家可以无线上网的啊？明明没有的好伐！！！\n要用网络就得偷Boonna的，速度爆慢，信号爆差．．．．．．不过也可以理解的，毕竟中间还隔着个博多．．．．．．,0
3527,“普罗旺斯”，这个店名不错，不仅一听就知道是做法国料理的，而且充满了浪漫的元素。给我的感觉就是紫色的，带着薰衣草和迷迭香的味道。\n这里的环境很好，虽然跟我想象的不是很一样，呵呵O(∩_∩)O~\n嗯，装修的风格很高雅，却没有冷冰冰、高高在上的感觉。\n楼上有不少油画，不是一般小店里那种随便挂挂的、低级趣味的挂画，感觉挺有品的。而且据说隔一段时间就会更换。\n店里很干净，连卫生间都很干净，没有任何异味。\n菜的味道也是很好，特别喜欢巧克力蛋糕！呵呵，我是甜品控！蛋糕很细腻哦，巧克力入口即化，甜度刚刚好。\n还有个什么奶油汤，名字不是很记得了，很浓的奶油味，却是咸的，但是很好吃。就是分量稍微少点。\n还有西南部沙拉也很不错，很爽口，而且分量也很足呢！\n价格的话，不可避免的有些贵，不过那次也不是我付账，O(∩_∩)O哈哈~,1
3528,离单位不远，所以馋了的时候时常去吃午饭。\n中规中矩，有新品披萨的时候，通常还有优惠价格。服务员都有优惠券，如果开口要，会省不少钱。网上也有一些优惠券，每次去之前我都打印几张。\n早点去，午饭过了12店偶尔会排队。,0
3529,参加了一次婚宴，感觉应该是上海菜吧，口味偏淡，还行，没有什么大毛病，哦对了，要是说有问题，那就是菜量了，不知道是不是因为是上海菜，量少，听新郎说，一桌酒席也比其他地方稍贵。,0
3530,菜的味道一般般，是朋友请客去吃的，口味重的朋友不必去了，因为那里的菜根本不辣的。\n服务还行，就是服务员没有一点笑容。\n包间里面有电视，但是都是假的，线头都露在外面了，装饰用的\n10多个人，吃了600多，还是打了折的。,0
3531,"31号,我那些死党都说要找个地方一起零点倒数.位置是他们订的,我还迟到了一会儿.\n是家新店,不是很大,不过,布置得挺温馨的.我们前后一共11人,两张玻璃桌拼在一起,感觉很大气.皮的椅子,坐着也很舒服.\n晚上三点过,大家都饿了,于是叫了两哥们下去买了些吃的,,,嘿嘿.\n四点过,偶实在玩不动了,就坐在沙发上看碟,,,沙发很大,很软,很舒服,看着看着就睡着了...\n我们从晚上8点过开始,一直到1号早上6点过才走,,,每个人25元,玩得挺爽的.",1
3532,第一次在深圳吃火锅就是在这家，我们第一时间就试了A级羊肉味道的确很好。肥牛肥羊都非常的新鲜，每次来都是这么多人的，点了东西都是要等差不多半小时这样子，不过还是很喜欢来这里吃火锅。,1
3533,菜还行，服务一般，叫了半天才会过来反应。免费畅饮7元/人，但是到底买没买免费畅饮貌似是看不出来的，清凉夏日还是什么的那个鸡尾酒，一点点味道都木有，就是冰水。推荐金枪鱼沙拉。不能刷卡消费。。。。。。,0
3534,要吃的肠粉 腊味煲仔饭 没有\n鱼头豆腐汤 还可以\n牛肉窝蛋粥 不错\n咸鱼炒饭还可以\n第二次来 下次还会来,1
3535,为亲爱的庆祝生日 选择这家 牛排的口味就不用谈了 灵~~~\n打电话预约的时候前台就很细心的询问 用餐情况 \n用餐当天 犹豫是预约的 可惜 服务员带错了位子 还向我们道歉 位子没有特别说明 错与不错只有他们自己知道 可是他们还是告诉我们位子带错了 服务真的很好 15%服务费很值得 \n说了是庆祝生日 店家还送了生日蛋糕 味道很不错啊 \n牛排很大份 很大份,1
3536,离家最近的一个大卖场，最近刚装修完工。原先的分区全都乾坤大挪移了。\n他们家的会员卡是一块钱积一分，每满三百分可以换三块钱抵用券。周末经常会去那里采购些餐巾纸什么生活用品。菜什么的还是菜场更便宜啦。,0
3537,68元的中褒仔饭猪肚鸡\n褒仔饭\n唯一记得的就是这两个\n其他都是类似的火锅类的丸子蔬菜等\n没多大特别的\n猪肚鸡第一锅汤的味道不错\n放东西下去涮以后就没那么好吃了...\n褒仔饭的米有点太硬\n不过材料还算丰富\n随便吃吃还可以吧,0
3538,因为离上班的地方近，所以早上都会去买杯奶茶，口胃是可以，环境也满好的，还可以无线上网，但是那的工作人员服务真不怎样，一点笑容都没有，希望下次去的时候有多一点的笑容,0
3539,老板娘很亲切，现做要等稍微久点！！东西还不错吃的～\n这次点了摩托罗啦、三文鱼刺身以及蝴蝶卷\n我倒是觉得卷类口感有点类似,0
3540,一家私人小饭店，比较脏，坐的地方有香烟烫的洞。中午去，客人很少，楼上只有我们一伙。桌子上连转动的玻璃都没有。不过菜肴还可以，味道不错。,0
3541,过年来的 。没什么人。。。算上我们就三桌客人。但是竟然没有人理我们。三桌就靠一个服务员别的人就旁边看着。\n是一人一个的小锅。类型跟海底捞差不多。连小料都很相近。我觉得没有海底捞的好吃。\n服务更是别提了。唉。\n据说东北有很多，。\n店的配套很不完善竟然不能刷卡。无语,0
3542,那次想去雅玛没订上位子，就找到这儿来了，位置不是很优越，毕竟不是一条繁华的商业街，不过店里面倒是别有洞天~\n相比之下还是更喜欢客人围着大厨直接看着食物做出来的形式，这儿都是点好了在别处做好服务员给送来，少了一些观看烹调的乐趣。\n吃的方面喜欢的不多，沙拉没啥可吃的，寿司也很一般般，一些烤物，像鳕鱼、鳗鱼、虾类这些，都不太好吃，唯一喜欢的生鱼片，三文鱼很新鲜，有一股甜甜的味儿，超喜欢！这个比雅玛的强很多！别的真是不怎么值得推荐~,0
3543,这里的酒吧环境一般般，酒吧的气氛一般般。嗯朋友聚会一起去的，在酒吧里唱歌啊，跳舞啊，还有一边吃吃东西，爆米花也不错。,0
3544,这家我以前常去，喝羊汤。现在再也不去了。那羊汤做得越来越差，哪儿有老汤的感觉啊，纯粹一酱油汤。也就烧卖还能进嘴。要份羊汤面，你就好好等着吧，没有一个小时根本上不来。,0
3545,表示，北外的食堂饭菜价格真的好不公道！随随便便点两个菜就超过十块了！！！还看不到肉呢好不好！\n比我的高中食堂差太远了。。。\n然后那个卫生啊，桌椅上总是有饭粒什么的。。。想不明白，在这边自习的同学们啊，电脑啦课本啦会不会弄脏了呢。。。。\n最后说说食物！\n地下一层，食物味道还是可以的~三鲜米线，豆花牛柳盖饭，香菇炖鸡米线，大盘鸡面，都还不错的说~也不贵，就五到九块的样子。\n对了还有麻辣烫和麻辣香锅，但是都不好吃就对了！！！\n一层，打菜和米饭的。盖饭还好，两个菜一个汤一份米饭，五块五或者六块。可是量少得可怜！我吃完之后一小时就饿了。。。根本不能够忍受嘛。。。\n二层，面食类的，还有土耳其烤肉什么的。。。面食吃一两次就腻了的说。。。\n三层，不知道为什么，没什么东西，但是油烟味重到爆棚了！吃个饭以为整盘菜倒到身上了。。。汗。,0
3546,地段不错，靠近古北路，附近不少老外来超市里买东西。大超市里的东西都差不多，无非就是进口食品商品种再多些。外立墙很漂亮，有立体感，感觉像到了欧洲一样。,1
3547,同事在那请吃的饭，地方不是很大，味道挺好的，烤猪排很进味，特别喜欢他家的海鲜饼和火锅面，超级好吃，来的好象韩国人比较多,1
3548,偶尔去了这家果汁店，因为第一次来，所以不知道选择哪个好了，我说我比较喜欢甜的，店员就给我推荐他们的鲜榨草莓香蕉果汁，有点小贵，人家服务员说了，这个要是在五星级酒店可要卖100多一杯，他们这边才不到30元，也不算贵，还说绝对的纯汁，什么都没加，也没掺水，没关系，尝尝吧，恩，感觉还可以倒是，路过的时候来一杯还是不错的,0
3549,想吃火锅的时候就会来傣妹 \n因为价格比较实惠 味道也还可以\n亲亲肠的味道很好 不像外面有些都是面粉做的\n环境虽然有点像大排档 不过也无所谓,0
3550,他们家讲究健康的饮食方式。\n他们家的炒饭油真的很少哦~！不错~！  \n蓝莓山药不是很好吃，不是山药泥，是块，蓝莓酱也融入不进去。\n有个汤忘了是什么，反正很好喝，是那天正好有活动，那个汤半价，很好喝,1
3551,那个环境叫一个简陋啊，看描述觉得还不错，去了之后发现就是个毛坯房子，整个房间很高，墙壁上写满了粉笔字，坐下的时候要很小心，不要蹭到墙上。墙上装了一个老的录音机，在播着八零后的调调，黑猫警长什么的，很久都没有听过了。\n黑椒土豆泥不怎么好吃吧，感觉不入味，土豆泥也有点粗，感觉很一般~\n烤牛肉很大粒，味道不错~\n芝士焗扇贝还好，可能是因为我太想吃了，一直心心念念的，虽然跟预期的味道有所出入，但总体不错~\n鸡翅们都很好，番茄烤翅味道特别，可以都点来尝尝，便宜实惠味道好~,1
3552,绝对的交通枢纽，最挤的1号线、第二挤的2号线、第三挤的8号线的共线站。\n对这里最大的印象就是洁白的鸽子和喷泉，还有博物馆，记得以前和同学约出去玩，想不到去哪里玩的时候，就会去博物馆。,1
3553,实在是吃风景的地方\n落地玻璃窗，外面是豫园附近的景象，晚上会好些，白天看着也不是很有情趣\n口味什么的都还算不错的,1
3554,小时候家门前的一家食品店了，记得那时候它还在一个窄窄的街道里呢，忽然间我长大了，这家店也做起来了，东西看着干净也好吃，值得买~,1
3555,他们家其实东西不贵，不要被外边冠冕堂皇的装修吓到了。包间很有特色～一部分是挑高设计的内室，一部分是半开放的类似寝屋的装饰，内里还是酒桌。\n屋子里绿植很多，多是凤尾竹，一派南国情调，和大堂唐风遗韵有点不搭。植物枝枝蔓蔓的，显得整个大厅比较逼仄。有很多卷轴，彩绘飞天一类，放在昏黄灯光下更显古旧。而且灯光的昏黄和卷轴的金碧之色犯冲。\n点了夫妻肺片，送了个酸汤鱼面。前者明显是粗菜精做，本来这菜是用牛下脚料做的，这里做的相当精细。里边的底菜用的藕片，飞水程度掌握的很好，断升同时保持了清脆。拌的汁很好吃。后者量太大了，上来我都惊骇了，像是旧式盛鱼生的大圆盒子里，面条铺的象雪山一样，上边点缀鱼条和青绿的山椒。汤汁咸酸味，面条类似北方吃的烩面，但要比它更加湿润成型，应该是特制的，毫无面腥味，吃到最后也没有粘腻成团的感觉。\n服务不错，有梨水喝，味道极淡，可能这才是本真味，自家熬梨子的水也是很不出数，煮出来无论梨子还是水都没味了。服务员介绍说是由梨枣冰糖银耳熬制的。,1
3556,这里的湘菜还是蛮地道的\n辣味十足的\n吃起来很爽很有口感\n而且这里的性价比还是很高的\n在这里吃饭真的是很经济划算的\n赞,0
3557,好耐无食过味道甘传统甘地道的绿豆沙啦~ 甜度适中不会腻，绿豆够沙又唔会成撇糊甘，最紧要系D臭草放得岩岩好，好清香啊。下次要试汤圆同裹蒸粽至得！\n价格比普通糖水铺贵左D，间唔中来食倒无乜所谓,1
3558,最喜欢最喜欢这家店的泡芙了，每次都要买。外面很香脆，还有巧克力包着很好吃。里面的夹心味道也很好，滑滑的香醇极了。,1
3559,虽然环境麻麻，但系胜在口味好~\n竹升面真系好好食~故此我食极都唔会厌的~\n每次去都会叫细云大腩，之后就会好满足。距的汤底唔错，我妈妈说是用虾壳熬的，所以值得一试。云团是猪肉馅的，虽然没有虾肉那样好，但是也会觉得别有一番风味。\n呢间野闻说系有好多的士大佬黎捧场，不过可惜无夜市啦，咁又难怪的，距朝朝早5点几就开门做生意啦。呢间野，值得向大家推荐。,1
3560,下午过去吃点点心，锅贴味道还不错，要趁热吃，冷掉的不好吃了。\n平民的价格，实惠的小店，肉多鲜嫩~下次还会光顾的。希望多开点连锁店,1
3561,别人婚宴在这里请客的\n估计这个店实在是太老了，里面的装修让人比较不舒服，脏、旧。。。\n菜也比较普通吧，摆盘什么的不讲究，很家常很家常的。。。\n比信息学院路的小南国差远了。,0
3562,价格还行，比较亲民，但相对来说，品种和数量比较少，百叶、菌菇基本上捞两次，就没了。\n汤料也偏清淡，有点鲜，不是很辣。\n点单是在纸上勾选的，相对于自己拿取的那些店铺，干净卫生了很多。,0
3563,地理位置有点偏，整体环境比较旧，单位组织活动来的居多，以这里的综合因素来想应该不贵，所以也就凑合吧。温泉还行，但是按摩技师们应该是不欢迎团队消费的，想按摩？有耐心等就行，看谁是老大！,0
3564,公司在附近，所以经常在那里的游泳馆游泳，最大特点就是人太多，水温有点凉，洗澡的地方还ok，价格适中，现在不能去了，换工作了,1
3565,刚刚出炉的婚礼视频和照片，抽空一定要晒晒！美~~\n我非常满意自己的婚礼，感觉每一个环境做得都蛮细致的。 我觉得婚礼最重要的还是个性创意啦，不像有的公司就知道加钱加钱再加钱~~他们会听我们的想法，还满足了我很多稀奇古怪的想法呢！不错!,1
3566,听朋友介绍去的，桌子很新，空调也比其它的桌球房足很多。总体感觉真的很不错。而且价格现在十分的优惠，我和几个朋友过去打了一上午，才花了我大概30块钱。他们家还有棋牌室，反正硬件设施很好。,1
3567,这家是经常光顾的，和家里人，还有老公，他家的菜量多，味道也不错，最主要的是价格真心给力啊，实惠的很，每次和老公去吃都点好多菜，别人一桌4到5个人都米我们点的多呢，老公每次都说我浪费，可是便宜么就想多点点来，哈哈，我是喜欢的就点，反正便宜，而且觉得菜的味道好吃，环境么就是人多呀，有点吵，可能是因为价格实惠，吃的人多，所以有点挤，位子安排的都很近的，其他都好，服务员很敬业的，一会过来看我们的菜上齐没有，一会帮我们去催什么的，心里满舒服滴，因为被重视了嘛~！哈哈！~以后还是会经常光顾它家的！,1
3568,这家地理位置蛮好的，就开在正门进来的一楼，本来嘛，名气就响，再加上地理位置醒目，和味道一如既往的好，所以捧场的食客自然不会少啦 和爸妈来这家吃得比较多,1
3569,这家店开在不算热闹的大马路上，我们一行8人过去的时候还有包房，6个冷菜6个热菜二个个点心，9折卡打下来560 比较靠谱的菜：\n上海特色爆鱼 甜甜的酥酥的很入味\n松子桂鱼     鱼肉的口子切得不薄不厚正好，炸的金黄酥脆正好，淋上酸酸甜甜的茄汁 在很多本帮饭店里算是不错的\n咸蛋黄锅巴 特别要指出这里的锅巴是大米爆出来的很酥不粘牙，不像传统的锅巴硬硬的\n瓜酱鱼丝     很清爽可口，鱼丝很嫩\n还有个菜里面有海鲜，油条，海鲜很淡没什么特别，但是油条口感很脆不错,0
3570,我的青梅竹马有一阵子特别喜欢吃他家的牛肉面，我就觉得好大一碗的面啊，里面的肉也挺多的，味道不错，虽然都叫牛肉面，但口味感觉上比李先生牛肉面清淡些，也不是一个风格的，苏式很中国，而李先生我觉得更像是美国加州牛肉面；\n还有苏式最著名的羊肉串，那么大一串啊，远远的就能闻见羊肉的膻味，不过我不吃羊肉所以不知道味道，但是我的青梅竹马和我爸都说好吃，而且那么大一串看着就有食欲。,1
3571,点的128的自助，因为我喜欢吃的都有了。烤鳗鱼，烤多春鱼，三文鱼，北极贝，足够我吃了。呵呵。单点了一份海胆，好像是70多吧，新鲜度稍差，明显有冰箱味。总之，自助不错，单点感觉差一点哦。,1
3572,老板，请的工作餐，离公司比较近\n上菜较慢。。。\n味道还可以吧。。。\n恩。。。。你还需要输入26个字你还需要输入26个字你还需要输入26个字。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,0
3573,隐蔽在家乐福后面楼群里的店 以前都是在网上买东西 后来喜欢上了她的实体店 东西特别全 主要是化妆品和零食 质量有保证,1
3574,服务员态度是非常好\n环境感觉不错，适合几个朋友一起去\n价格稍微有点儿高\n调料的味道比较重\n自己动手调味比较好。\n呵呵,0
3575,分店很多 良乡这家在良乡来说还算不错的 宽粉吃起来滑滑的~ 烧饼味道还不错 是不错的涮后主食 我要的锅底是鸳鸯锅（滋补的） 吃起来有种中药味 小料是蒜泥的 味道一般。。,0
3576,很好吃！鱼的口感很好！服务也好！就是位子太紧张了，去晚了就要等位。价格便宜，适合随便吃一吃。建议先打电话预约座位！可以先去旁边唱歌，再来吃鱼！强烈推荐鹅肝，特别好吃哦！！！,1
3577,隔壁讴歌工作日晚上黄金档小包198一小时，对于我们这种工薪阶层来说还真小贵啊，果断转去对面的糖果，一问价格，像似穿越了，同样的时间段，糖果只要98一小时，还买一送一，哎呦喂……\n本想价格差距太大，会不会是因为音响设备差？其实还好，服务什么的也跟的上，超市虽小，但是基本的零食什么的都有，还不错得说！！！,1
3578,本来想去别人推荐的别家的菜，但是人家都春节放假了~饿的不行的两个吃货终于看到一个像是饭馆的地方。\n里面是希腊风，白色和蓝色格子的桌布，胡椒桶里没几个是有胡椒的，人很少，中午就只有我们俩吃。\n点了一堆东西，让俺细细道来：\n前菜：奶酪饼——很好吃，酥皮加上奶酪，很朴素但是很好吃\n汤：蘑菇汤——就是蘑菇汤\n主菜：他点了个鸡肉什么的……我尝了一口，觉得一般，没什么味道的感觉，感觉鸡不是很高兴，而且里面还有骨头，吃的时候骨头就会直楞在通心粉上。\n我点的牛柳还不错，就是上面的蘑菇太咸了不适合单吃，但是配上底下的牛柳真是又好看又美味，吃的时候没有觉得很费劲，不像很多地方每一口都提示你他是块牛肉，这里的牛肉感觉很亲民。配上饭没有油腻感，没有浓厚的酱汁感，我觉得真的蛮好吃的。不惊艳。\n甜点：忘了是什么，就说这是希腊最著名的小吃，人家都这么说了你能不吃么。就点了，我尝了一口没说话，朋友也来了一口，于是我俩就无语了。甜的牙缝里的虫子都要爬出来了。大概是由糯米，蜂蜜，核桃弄在一起的感觉再附上前菜那种饼的千层酥，里面还有种特别的香料，特别实在，实在，在。。。但是对过甜的东西完全不感冒的我们就没吃完，于是我就把那个皮吃了，吃了一半发现一个皮里面有个黑的玩意。便把它挖出来，发现一个长的很像导弹的黑色小粒，闻起来很香，但是明显可以感受到他就是前面说的这个甜点的神秘味道的罪魁祸首……问了问，这玩意叫丁香。\n总的来说，在个小院子，晒着太阳，没什么人，吃的也不错，这地方吃起来很舒服，没什么大毛病，所以给四颗星！里面有包间，不过就没进去细看了！,1
3579,第一次去的就是去这家，就是看了北京台的节目去的，第一次去的感觉是超便宜，颠覆了去西餐的概念，绝对是平民价，不过吃了几次之后发现其实味道就是那种挑不出来太大问题的地方\n现在要吃pizza什么的，已经不太考虑去一般的店子了，不太实惠\n就是不能刷卡，只能现金的方式难受\n晚餐有时等位的时间比较长,1
3580,UNIQLO在日本就是仓储式的比价平价的，面料都很舒服，样式也很简单，BF回天津的时候带回来的都是卡通图案的，矮油\n国际商场的店面很明亮，很多衣服看着平淡无奇，穿起来却很舒服,1
3581,现在团购多了，返利网站也多了。\n在上面有注册账号，但是因为交易量小，所以还没拿到多少返利。\n看样子要多消费才能返的多。\n最终还是损失的多。。。,1
3582,"这个H&M让我伤心的不是点吧点啊\n为什么和大悦城的差别那么大，完全选择不出来什么是可以买的\n当然，整体环境还是可以，大还是蛮大的，标准H&M,产品就不敢恭维了\n再怎么说，成都也是时尚娱乐之都啊",0
3583,前几天抢购了巧客券，昨天拿去消费。走进去感觉挺气派的，很有档次，大厅的装修还有播放的音乐，第一感觉很不错。服务员也还挺热情的，可能去的有点早，没很多客人， 上菜还是挺快的，后来陆陆续续食客多起来了。几个菜色泽还是不错，味道的话还算一般吧，份量还是足的，四菜一点心，我们三个人吃，还有蛮多剩的，那个冬阴功煮大虾，虾很大，很好吃，泰国香米炒青蟹味道很妙，菠萝包也不错，木耳菜绿色的很养眼感觉很环保，椒汁肥牛有点麻有点淡不和我胃口。因为是是巧客券哪来消费 感觉很划算，超值~~这种优雅的环境也很合我意，蛮好的~~,1
3584,店面不是很大，人也不是很多哦~！虾酱空心菜还算是味道不错的，不过感觉他们家的东西都很油，吃起来有点闹心啊~！服务还算是不错的~！,0
3585,虽然经常看到SPR，不会还是经常惠顾星巴克\n昨天跟团宝正准备坐车回去的时候，正想喝东西，看到SPR就进去准备一试~\n首先，第一印象就不太好，进去后烟味很大，人不多也就4桌左右吧，可是乌烟瘴气的\n其次，点单的服务员状态很是奇怪，爱理不理的\n最后，点的是焦糖卡布，咖啡味道还可以，过得去~\n其实就是吃不下什么了，看到还有很多小点心没点，没肚子吃了。。。\n但是这第一次的SPR之行感觉不是很好。。。,0
3586,他们家的店我算是经常光顾的了。每回馋披萨了都要跑老么远来这买。嘿嘿。主要是没事的时候顺便来这。料给的很足。每次都是提前订好了。不然要等很久的。人很多的。一般还是带走吃比较好。他们家就是地方比较小。其他都挺好的。,1
3587,小时候身子弱  上海各大医院都跑遍了  \n这家是妈妈听别人介绍来的 据说西医治本 中医治根\n生意很好- - 每次去都要排队  \n医生态度很和蔼  笑眯眯的  然后开给我一堆的药\n记得 诊疗室小窗口看出去  灰蒙蒙的\n吃了一段日子  后来就没再去了  \n我讨厌吃中药,1
3588,在这个地段居然也能有五星级酒店。。。奇迹啊。。。\n周边设施都很差劲，很煞风景。。。\n但进了酒店，感觉就不一般了，很舒适，不算豪华，但蛮有气派的。\n服务不错。特别喜欢电梯厅的水晶吊灯，很漂亮。,1
